0,0,0,8,8,33825,4,4,0,0,22
0,8,0,8,4,2130977,5,4,1,1,22
0,8,4,8,4,2130977,5,4,1,1,22
0,0,8,8,8,33825,4,4,0,0,22
0,8,8,8,8,33825,4,4,0,0,22
0,16,0,8,4,2130977,5,4,1,1,22
0,16,4,4,4,102794273,6,4,2,2,22
0,20,4,4,4,102794273,6,4,2,2,22
0,24,0,4,4,70288417,6,4,2,2,22
0,24,4,4,4,70288417,6,4,2,2,22
0,28,0,4,4,70288417,6,4,2,2,22
0,28,4,4,4,70288417,6,4,2,2,22
0,16,8,4,8,3179553,5,4,1,1,22
0,20,8,4,4,70288417,6,4,2,2,22
0,20,12,4,4,70288417,6,4,2,2,22
0,24,8,4,4,102794273,6,4,2,2,22
0,28,8,4,4,102794273,6,4,2,2,22
0,24,12,4,4,102794273,6,4,2,2,22
0,28,12,4,4,102794273,6,4,2,2,22
0,0,16,4,4,5375009,5,3,2,4,22
0,4,16,8,4,5375009,5,3,2,3,22
0,12,16,4,4,5375009,5,3,2,4,22
0,0,20,4,8,5375009,5,3,2,3,22
0,4,20,8,8,5375009,5,3,2,2,22
0,12,20,4,8,5375009,5,3,2,3,22
0,0,28,8,4,3277857,5,3,2,3,22
0,8,28,8,4,3277857,5,3,2,3,22
0,16,16,4,4,70288417,6,4,2,2,22
0,16,20,4,4,70288417,6,4,2,2,22
0,20,16,4,8,3179553,5,4,1,1,22
0,24,16,4,4,102794273,6,4,2,2,22
0,28,16,4,4,102794273,6,4,2,2,22
0,24,20,8,4,2130977,5,4,1,1,22
0,16,24,4,4,102794273,6,4,2,2,22
0,20,24,4,4,102794273,6,4,2,2,22
0,16,28,8,4,2130977,5,4,1,1,22
0,24,24,4,8,3179553,5,4,1,1,22
0,28,24,4,4,70288417,6,4,2,2,22
0,28,28,4,4,70288417,6,4,2,2,22
0,32,0,8,8,33825,4,4,0,0,22
0,40,0,4,8,3179553,5,4,1,1,22
0,44,0,4,8,3179553,5,4,1,1,22
0,32,8,4,4,70288417,6,4,2,2,22
0,32,12,4,4,70288417,6,4,2,2,22
0,36,8,4,4,70288417,6,4,2,2,22
0,36,12,4,4,70288417,6,4,2,2,22
0,40,8,4,8,3179553,5,4,1,1,22
0,44,8,4,4,70288417,6,4,2,2,22
0,44,12,4,4,70288417,6,4,2,2,22
0,48,0,8,8,33825,4,4,0,0,22
0,56,0,4,4,102794273,6,4,2,2,22
0,60,0,4,4,102794273,6,4,2,2,22
0,56,4,4,4,102794273,6,4,2,2,22
0,60,4,4,4,102794273,6,4,2,2,22
0,48,8,8,4,2130977,5,4,1,1,22
0,48,12,8,4,2130977,5,4,1,1,22
0,56,8,4,4,102794273,6,4,2,2,22
0,60,8,4,4,102794273,6,4,2,2,22
0,56,12,8,4,2130977,5,4,1,1,22
0,32,16,4,4,102794273,6,4,2,2,22
0,36,16,4,4,102794273,6,4,2,2,22
0,32,20,8,4,2130977,5,4,1,1,22
0,40,16,4,8,3179553,5,4,1,1,22
0,44,16,4,8,3179553,5,4,1,1,22
0,32,24,4,4,102794273,6,4,2,2,22
0,36,24,4,4,102794273,6,4,2,2,22
0,32,28,4,4,102794273,6,4,2,2,22
0,36,28,4,4,102794273,6,4,2,2,22
0,40,24,4,8,3179553,5,4,1,1,22
0,44,24,4,8,3179553,5,4,1,1,22
0,48,16,8,4,2130977,5,4,1,1,22
0,48,20,8,4,2130977,5,4,1,1,22
0,56,16,8,4,2130977,5,4,1,1,22
0,56,20,8,4,2130977,5,4,1,1,22
0,48,24,8,4,2130977,5,4,1,1,22
0,48,28,8,4,2130977,5,4,1,1,22
0,56,24,8,4,2130977,5,4,1,1,22
0,56,28,8,4,2130977,5,4,1,1,22
0,0,32,4,4,5375009,5,3,2,4,22
0,4,32,8,4,5375009,5,3,2,3,22
0,12,32,4,4,5375009,5,3,2,4,22
0,0,36,4,8,5375009,5,3,2,3,22
0,4,36,8,8,5375009,5,3,2,2,22
0,12,36,4,8,5375009,5,3,2,3,22
0,0,44,16,4,132129,4,3,1,2,22
0,16,32,8,4,2130977,5,4,1,1,22
0,16,36,8,4,2130977,5,4,1,1,22
0,24,32,8,4,2130977,5,4,1,1,22
0,24,36,8,4,2130977,5,4,1,1,22
0,16,40,8,8,33825,4,4,0,0,22
0,24,40,4,4,102794273,6,4,2,2,22
0,28,40,4,4,102794273,6,4,2,2,22
0,24,44,4,4,102794273,6,4,2,2,22
0,28,44,4,4,102794273,6,4,2,2,22
0,0,48,4,4,102794273,6,4,2,2,22
0,4,48,4,4,102794273,6,4,2,2,22
0,0,52,4,4,102794273,6,4,2,2,22
0,4,52,4,4,102794273,6,4,2,2,22
0,8,48,8,8,33825,4,4,0,0,22
0,0,56,4,8,3179553,5,4,1,1,22
0,4,56,4,4,70288417,6,4,2,2,22
0,4,60,4,4,70288417,6,4,2,2,22
0,8,56,4,4,70288417,6,4,2,2,22
0,8,60,4,4,70288417,6,4,2,2,22
0,12,56,4,4,70288417,6,4,2,2,22
0,12,60,4,4,70288417,6,4,2,2,22
0,16,48,8,8,33825,4,4,0,0,22
0,24,48,4,4,102794273,6,4,2,2,22
0,28,48,4,4,102794273,6,4,2,2,22
0,24,52,8,4,2130977,5,4,1,1,22
0,16,56,4,4,102794273,6,4,2,2,22
0,20,56,4,4,102794273,6,4,2,2,22
0,16,60,4,4,102794273,6,4,2,2,22
0,20,60,4,4,102794273,6,4,2,2,22
0,24,56,4,4,102794273,6,4,2,2,22
0,28,56,4,4,102794273,6,4,2,2,22
0,24,60,8,4,2130977,5,4,1,1,22
0,32,32,4,4,102794273,6,4,2,2,22
0,36,32,4,4,102794273,6,4,2,2,22
0,32,36,8,4,2130977,5,4,1,1,22
0,40,32,4,4,70288417,6,4,2,2,22
0,40,36,4,4,70288417,6,4,2,2,22
0,44,32,4,8,3179553,5,4,1,1,22
0,32,40,4,8,3179553,5,4,1,1,22
0,36,40,4,8,3179553,5,4,1,1,22
0,40,40,8,4,2130977,5,4,1,1,22
0,40,44,4,4,102794273,6,4,2,2,22
0,44,44,4,4,102794273,6,4,2,2,22
0,48,32,4,4,102794273,6,4,2,2,22
0,52,32,4,4,102794273,6,4,2,2,22
0,48,36,8,4,2130977,5,4,1,1,22
0,56,32,8,4,2130977,5,4,1,1,22
0,56,36,8,4,2130977,5,4,1,1,22
0,48,40,8,8,33825,4,4,0,0,22
0,56,40,8,8,33825,4,4,0,0,22
0,32,48,8,4,2130977,5,4,1,1,22
0,32,52,4,4,102794273,6,4,2,2,22
0,36,52,4,4,102794273,6,4,2,2,22
0,40,48,4,4,102794273,6,4,2,2,22
0,44,48,4,4,102794273,6,4,2,2,22
0,40,52,8,4,2130977,5,4,1,1,22
0,32,56,8,8,33825,4,4,0,0,22
0,40,56,8,8,33825,4,4,0,0,22
0,48,48,8,16,99361,4,3,1,1,22
0,56,48,8,16,99361,4,3,1,1,22
0,64,0,4,8,3179553,5,4,1,1,22
0,68,0,4,8,3179553,5,4,1,1,22
0,72,0,8,4,2130977,5,4,1,1,22
0,72,4,4,4,102794273,6,4,2,2,22
0,76,4,4,4,102794273,6,4,2,2,22
0,64,8,8,4,2130977,5,4,1,1,22
0,64,12,4,4,102794273,6,4,2,2,22
0,68,12,4,4,102794273,6,4,2,2,22
0,72,8,4,4,102794273,6,4,2,2,22
0,76,8,4,4,102794273,6,4,2,2,22
0,72,12,4,4,102794273,6,4,2,2,22
0,76,12,4,4,102794273,6,4,2,2,22
0,80,0,4,4,102794273,6,4,2,2,22
0,84,0,4,4,102794273,6,4,2,2,22
0,80,4,4,4,102794273,6,4,2,2,22
0,84,4,4,4,102794273,6,4,2,2,22
0,88,0,4,4,102794273,6,4,2,2,22
0,92,0,4,4,102794273,6,4,2,2,22
0,88,4,4,4,102794273,6,4,2,2,22
0,92,4,4,4,102794273,6,4,2,2,22
0,80,8,8,4,2130977,5,4,1,1,22
0,80,12,4,4,102794273,6,4,2,2,22
0,84,12,4,4,102794273,6,4,2,2,22
0,88,8,8,8,33825,4,4,0,0,22
0,64,16,4,4,102794273,6,4,2,2,22
0,68,16,4,4,102794273,6,4,2,2,22
0,64,20,4,4,102794273,6,4,2,2,22
0,68,20,4,4,102794273,6,4,2,2,22
0,72,16,4,8,3179553,5,4,1,1,22
0,76,16,4,4,70288417,6,4,2,2,22
0,76,20,4,4,70288417,6,4,2,2,22
0,64,24,4,4,102794273,6,4,2,2,22
0,68,24,4,4,102794273,6,4,2,2,22
0,64,28,8,4,2130977,5,4,1,1,22
0,72,24,8,4,2130977,5,4,1,1,22
0,72,28,8,4,2130977,5,4,1,1,22
0,80,16,8,8,33825,4,4,0,0,22
0,88,16,8,4,2130977,5,4,1,1,22
0,88,20,8,4,2130977,5,4,1,1,22
0,80,24,4,4,102794273,6,4,2,2,22
0,84,24,4,4,102794273,6,4,2,2,22
0,80,28,4,4,102794273,6,4,2,2,22
0,84,28,4,4,102794273,6,4,2,2,22
0,88,24,4,4,102794273,6,4,2,2,22
0,92,24,4,4,102794273,6,4,2,2,22
0,88,28,4,4,102794273,6,4,2,2,22
0,92,28,4,4,102794273,6,4,2,2,22
0,96,0,8,8,33825,4,4,0,0,22
0,104,0,8,4,2130977,5,4,1,1,22
0,104,4,8,4,2130977,5,4,1,1,22
0,96,8,4,4,102794273,6,4,2,2,22
0,100,8,4,4,102794273,6,4,2,2,22
0,96,12,8,4,2130977,5,4,1,1,22
0,104,8,4,4,70288417,6,4,2,2,22
0,104,12,4,4,70288417,6,4,2,2,22
0,108,8,4,8,3179553,5,4,1,1,22
0,112,0,4,4,102794273,6,4,2,2,22
0,116,0,4,4,102794273,6,4,2,2,22
0,112,4,8,4,2130977,5,4,1,1,22
0,120,0,8,4,2130977,5,4,1,1,22
0,120,4,8,4,2130977,5,4,1,1,22
0,112,8,4,4,102794273,6,4,2,2,22
0,116,8,4,4,102794273,6,4,2,2,22
0,112,12,4,4,102794273,6,4,2,2,22
0,116,12,4,4,102794273,6,4,2,2,22
0,120,8,4,4,102794273,6,4,2,2,22
0,124,8,4,4,102794273,6,4,2,2,22
0,120,12,8,4,2130977,5,4,1,1,22
0,96,16,8,4,2130977,5,4,1,1,22
0,96,20,4,4,102794273,6,4,2,2,22
0,100,20,4,4,102794273,6,4,2,2,22
0,104,16,4,4,102794273,6,4,2,2,22
0,108,16,4,4,102794273,6,4,2,2,22
0,104,20,8,4,2130977,5,4,1,1,22
0,96,24,8,4,2130977,5,4,1,1,22
0,96,28,8,4,2130977,5,4,1,1,22
0,104,24,4,8,3179553,5,4,1,1,22
0,108,24,4,4,70288417,6,4,2,2,22
