0;0;0;4;4;102794273;6;4;2;2;37
0;4;0;4;4;102794273;6;4;2;2;37
0;0;4;4;4;102794273;6;4;2;2;37
0;4;4;4;4;102794273;6;4;2;2;37
0;8;0;8;4;2130977;5;4;1;1;37
0;8;4;8;4;2130977;5;4;1;1;37
0;0;8;4;4;102794273;6;4;2;2;37
0;4;8;4;4;102794273;6;4;2;2;37
0;0;12;8;4;2130977;5;4;1;1;37
0;8;8;8;8;33825;4;4;0;0;37
0;16;0;8;4;2130977;5;4;1;1;37
0;16;4;4;4;102794273;6;4;2;2;37
0;20;4;4;4;102794273;6;4;2;2;37
0;24;0;4;4;102794273;6;4;2;2;37
0;28;0;4;4;102794273;6;4;2;2;37
0;24;4;4;4;102794273;6;4;2;2;37
0;28;4;4;4;102794273;6;4;2;2;37
0;16;8;8;4;2130977;5;4;1;1;37
0;16;12;8;4;2130977;5;4;1;1;37
0;24;8;4;4;102794273;6;4;2;2;37
0;28;8;4;4;102794273;6;4;2;2;37
0;24;12;4;4;102794273;6;4;2;2;37
0;28;12;4;4;102794273;6;4;2;2;37
0;0;16;4;4;5375009;5;3;2;4;37
0;4;16;8;4;5375009;5;3;2;3;37
0;12;16;4;4;5375009;5;3;2;4;37
0;0;20;4;8;5375009;5;3;2;3;37
0;4;20;8;8;5375009;5;3;2;2;37
0;12;20;4;8;5375009;5;3;2;3;37
0;0;28;16;4;132129;4;3;1;2;37
0;16;16;4;4;5375009;5;3;2;4;37
0;20;16;8;4;5375009;5;3;2;3;37
0;28;16;4;4;5375009;5;3;2;4;37
0;16;20;16;8;132129;4;3;1;1;37
0;16;28;8;4;3277857;5;3;2;3;37
0;24;28;8;4;3277857;5;3;2;3;37
0;32;0;8;8;3212321;5;3;2;2;37
0;40;0;8;8;3212321;5;3;2;2;37
0;32;8;16;4;2163745;5;3;2;2;37
0;32;12;16;4;2163745;5;3;2;2;37
0;48;0;16;8;66593;4;3;1;1;37
0;48;8;16;8;66593;4;3;1;1;37
0;32;16;4;4;102794273;6;4;2;2;37
0;36;16;4;4;102794273;6;4;2;2;37
0;32;20;4;4;102794273;6;4;2;2;37
0;36;20;4;4;102794273;6;4;2;2;37
0;40;16;8;8;33825;4;4;0;0;37
0;32;24;4;4;70288417;6;4;2;2;37
0;32;28;4;4;70288417;6;4;2;2;37
0;36;24;4;8;3179553;5;4;1;1;37
0;40;24;4;8;3179553;5;4;1;1;37
0;44;24;4;8;3179553;5;4;1;1;37
0;48;16;16;8;66593;4;3;1;1;37
0;48;24;16;4;2163745;5;3;2;2;37
0;48;28;16;4;2163745;5;3;2;2;37
0;0;32;4;8;5309473;5;3;2;3;37
0;4;32;8;8;5309473;5;3;2;2;37
0;12;32;4;8;5309473;5;3;2;3;37
0;0;40;8;8;3212321;5;3;2;2;37
0;8;40;8;8;3212321;5;3;2;2;37
0;16;32;8;8;33825;4;4;0;0;37
0;24;32;8;4;2130977;5;4;1;1;37
0;24;36;8;4;2130977;5;4;1;1;37
0;16;40;8;8;33825;4;4;0;0;37
0;24;40;4;4;102794273;6;4;2;2;37
0;28;40;4;4;102794273;6;4;2;2;37
0;24;44;4;4;102794273;6;4;2;2;37
0;28;44;4;4;102794273;6;4;2;2;37
0;0;48;4;4;102794273;6;4;2;2;37
0;4;48;4;4;102794273;6;4;2;2;37
0;0;52;8;4;2130977;5;4;1;1;37
0;8;48;8;4;2130977;5;4;1;1;37
0;8;52;8;4;2130977;5;4;1;1;37
0;0;56;8;8;33825;4;4;0;0;37
0;8;56;4;4;70288417;6;4;2;2;37
0;8;60;4;4;70288417;6;4;2;2;37
0;12;56;4;4;70288417;6;4;2;2;37
0;12;60;4;4;70288417;6;4;2;2;37
0;16;48;8;4;2130977;5;4;1;1;37
0;16;52;4;4;102794273;6;4;2;2;37
0;20;52;4;4;102794273;6;4;2;2;37
0;24;48;8;4;2130977;5;4;1;1;37
0;24;52;8;4;2130977;5;4;1;1;37
0;16;56;8;8;33825;4;4;0;0;37
0;24;56;4;4;70288417;6;4;2;2;37
0;24;60;4;4;70288417;6;4;2;2;37
0;28;56;4;8;3179553;5;4;1;1;37
0;32;32;4;8;3179553;5;4;1;1;37
0;36;32;4;8;3179553;5;4;1;1;37
0;40;32;4;4;70288417;6;4;2;2;37
0;40;36;4;4;70288417;6;4;2;2;37
0;44;32;4;4;70288417;6;4;2;2;37
0;44;36;4;4;70288417;6;4;2;2;37
0;32;40;8;4;2130977;5;4;1;1;37
0;32;44;8;4;2130977;5;4;1;1;37
0;40;40;8;4;2130977;5;4;1;1;37
0;40;44;8;4;2130977;5;4;1;1;37
0;48;32;8;8;3212321;5;3;2;2;37
0;56;32;8;8;3212321;5;3;2;2;37
0;48;40;16;8;66593;4;3;1;1;37
0;32;48;16;8;66593;4;3;1;1;37
0;32;56;16;8;66593;4;3;1;1;37
0;48;48;16;16;1057;3;3;0;0;37
0;64;0;4;4;70288417;6;4;2;2;37
0;64;4;4;4;70288417;6;4;2;2;37
0;68;0;4;8;3179553;5;4;1;1;37
0;72;0;8;4;2130977;5;4;1;1;37
0;72;4;8;4;2130977;5;4;1;1;37
0;64;8;8;8;33825;4;4;0;0;37
0;72;8;8;4;2130977;5;4;1;1;37
0;72;12;4;4;102794273;6;4;2;2;37
0;76;12;4;4;102794273;6;4;2;2;37
0;80;0;8;8;33825;4;4;0;0;37
0;88;0;4;4;70288417;6;4;2;2;37
0;88;4;4;4;70288417;6;4;2;2;37
0;92;0;4;8;3179553;5;4;1;1;37
0;80;8;4;4;70288417;6;4;2;2;37
0;80;12;4;4;70288417;6;4;2;2;37
0;84;8;4;8;3179553;5;4;1;1;37
0;88;8;4;4;70288417;6;4;2;2;37
0;88;12;4;4;70288417;6;4;2;2;37
0;92;8;4;8;3179553;5;4;1;1;37
0;64;16;8;4;2130977;5;4;1;1;37
0;64;20;8;4;2130977;5;4;1;1;37
0;72;16;4;4;102794273;6;4;2;2;37
0;76;16;4;4;102794273;6;4;2;2;37
0;72;20;4;4;102794273;6;4;2;2;37
0;76;20;4;4;102794273;6;4;2;2;37
0;64;24;8;4;2130977;5;4;1;1;37
0;64;28;8;4;2130977;5;4;1;1;37
0;72;24;8;4;2130977;5;4;1;1;37
0;72;28;8;4;2130977;5;4;1;1;37
0;80;16;4;4;70288417;6;4;2;2;37
0;80;20;4;4;70288417;6;4;2;2;37
0;84;16;4;8;3179553;5;4;1;1;37
0;88;16;4;8;3179553;5;4;1;1;37
0;92;16;4;4;70288417;6;4;2;2;37
0;92;20;4;4;70288417;6;4;2;2;37
0;80;24;4;4;102794273;6;4;2;2;37
0;84;24;4;4;102794273;6;4;2;2;37
0;80;28;8;4;2130977;5;4;1;1;37
0;88;24;4;4;102794273;6;4;2;2;37
0;92;24;4;4;102794273;6;4;2;2;37
0;88;28;8;4;2130977;5;4;1;1;37
0;96;0;4;4;102794273;6;4;2;2;37
0;100;0;4;4;102794273;6;4;2;2;37
0;96;4;4;4;102794273;6;4;2;2;37
0;100;4;4;4;102794273;6;4;2;2;37
0;104;0;8;4;2130977;5;4;1;1;37
0;104;4;4;4;102794273;6;4;2;2;37
0;108;4;4;4;102794273;6;4;2;2;37
0;96;8;4;4;70288417;6;4;2;2;37
0;96;12;4;4;70288417;6;4;2;2;37
0;100;8;4;8;3179553;5;4;1;1;37
0;104;8;4;8;3179553;5;4;1;1;37
0;108;8;4;8;3179553;5;4;1;1;37
0;112;0;4;4;102794273;6;4;2;2;37
0;116;0;4;4;102794273;6;4;2;2;37
0;112;4;8;4;2130977;5;4;1;1;37
0;120;0;8;4;2130977;5;4;1;1;37
0;120;4;8;4;2130977;5;4;1;1;37
0;112;8;8;4;2130977;5;4;1;1;37
0;112;12;4;4;102794273;6;4;2;2;37
0;116;12;4;4;102794273;6;4;2;2;37
0;120;8;8;8;33825;4;4;0;0;37
0;96;16;4;4;70288417;6;4;2;2;37
0;96;20;4;4;70288417;6;4;2;2;37
0;100;16;4;8;3179553;5;4;1;1;37
0;104;16;8;8;33825;4;4;0;0;37
0;96;24;4;4;70288417;6;4;2;2;37
0;96;28;4;4;70288417;6;4;2;2;37
0;100;24;4;8;3179553;5;4;1;1;37
0;104;24;4;4;70288417;6;4;2;2;37
0;104;28;4;4;70288417;6;4;2;2;37
0;108;24;4;8;3179553;5;4;1;1;37
0;112;16;4;8;3179553;5;4;1;1;37
